Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,-1,"Who You Are
You possess a strong foundation in Machine Learning and Statistics and are motivated to apply those skills to solve mission critical problems faced by leading international financial institutions. You are an experienced quantitative thinker who is excited to work at a fast growing company where you will have the chance to apply and expand your scientific and engineering skills in the fields of Risk Modeling; Natural Language Processing such as Entity Linking, Document Classification, and Topic Modeling; Building scalable Data and Model pipelines; and Model Monitoring. You are collaborative by nature and share Quantifind's commitment to winning together, and are eager to see your coworkers build on the technical foundations you will be creating. You are passionate about maintaining the high scientific and engineering standards required to build production grade solutions. Above all, you are a curious and independent problem solver who is motivated to find a place where your skills can have real impact.

Quantifind helps some of the world's biggest banks catch money laundering and fraud. Quantifind also works with government agencies to use the same platform to uncover criminal networks and combat election tampering. Unlike other players in this space, Quantifind delivers results as software-as-a-service (SaaS) with consumer-grade user experiences.
Quantifind is a data science technology company whose AI platform uncovers signals of risk across disparate and unstructured text sources. In financial crimes risk management, Quantifind's solution uniquely combines internal financial institution data with public domain data to assess risk in the context of Know Your Customer (KYC), Customer Due Diligence (CDD), Fraud Risk Management, and Anti-Money Laundering (AML) processes. Today these compliance processes are burdened by ever-increasing regulatory responsibilities and an expectation of frictionless transactions. Legacy technologies demand increasingly more human resources as the operations expand; Quantifind's solution offers a way to cut through the inefficiency and enhance effectiveness through Machine Learning driven solutions that resolve for both accuracy and relevance.
To help you succeed, we provide a supportive environment that fosters collaboration between teams and team members, where learning and professional growth are considered a key part of your success, and of ours. We offer a flexible work environment with a family friendly work-life balance.",-1,Quantifind,"Palo Alto, CA",-1,-1,-1,-1,-1,-1
Geospatial Data Scientist,$79T - $1L (Glassdoor Est.),"Position Overview:
We are seeking a highly motivated data scientist with applied experience with geospatial datasets and modeling to join our team within the Climate Science organization. You will have the opportunity to be on the forefront of developing novel & sophisticated integrated agronomic models for recommendations on the seeds, agronomic traits, and crop protection that farmers need today. Our team has access to rich, industry-leading data sources to inspire the creation of predictive and prescriptive models that will shape the future of the agriculture industry.
As part of our diverse, highly dynamic group, you will work side-by-side with a team of exceptional data scientists with diverse backgrounds-Mathematics, Statistics, Computer Science, Engineering, Physics, Environmental Science, Agronomy, and more-to deliver next-generation scientific breakthroughs, while fostering your career growth and development. If you are passionate about addressing the need to feed a growing planet sustainably, with a direct impact on farmers, The Climate Corporation would love to talk to you. We work on hard problems because we love the challenge!",3.5,"The Climate Corporation
3.5","San Francisco, CA",501 to 1000 Employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$67T - $1L (Glassdoor Est.),"Build the world's fastest Identity and Checkout products

Company Mission

Our mission is to make buying online faster, safer and easier for everyone. Fast Login and Fast Checkout enable a one-click sign-in and purchasing experience that makes it easier for people to buy and merchants to sell. The company’s products work on any browser, device or platform to deliver a consistent, stress-free purchasing experience. Fast is entirely consumer-focused and invests heavily in its users’ privacy and data security. Headquartered in San Francisco but open to a globally remote workforce, we are a founders-led, privately held company funded by Stripe, Index Ventures, Susa Ventures and other world-class investors.

We are committed to diversity and inclusion, and demonstrate our values through equitable pay, fantastic benefits, and access to all reasonable accommodations.",4.9,"Fast AF
4.9","San Francisco, CA",201 to 500 Employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$99T - $2L (Glassdoor Est.),"Headquartered in South San Francisco, Calif., CareDx, Inc. is a leading precision medicine solutions company focused on the discovery, development and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients and caregivers. CareDx offers products, testing services and digital healthcare solutions along the pre- and post-transplant patient journey, and is the leading provider of genomics-based information for transplant patients.
Data Scientist
As a member of Data Sciences & Bioinformatics group – you will bring your in-depth knowledge in statistics and probability theory to develop new analyses and algorithms in a cross functional team environment to focus on exploratory biomarker analysis. You should have excellent working skills in multiple programming languages (R, Python, SQL) with in-depth understanding of applied statistics, probabilistic and dynamic modelling with an eye towards solving computational biology problems. Your contributions will be foundational to the company’s mission of improving the lives of organ transplant patients.",3.1,"CareDx
3.1","Brisbane, CA",501 to 1000 Employees,1998,Company - Public,Biotech & Pharmaceutical,Biotech & Pharmaceutical,$25 to $50 million (USD)
Senior Data Scientist (Natural Language Processing),$71T - $1L (Glassdoor Est.),"Senior Data Scientist (Natural Language Processing)
Slate Technologies is a Silicon Valley technology startup, bringing fresh minds and tools to the world of Smart Buildings, Smart Infrastructure, Sustainability, architecture and construction. With a credible team from world renowned institutions, we are leading the way in transforming the way buildings and Infrastructure comes to life.
Position Summary
Exciting career opportunity in a Worldwide Engineering Organization, in designing and implementing a new generation of products and solutions that are transformational in nature. In this position, you will play a key role in designing and building a state-of-the-art AI system to modernize the Smart Buildings and Infrastructure space. Unique opportunity to work with some of the brightest minds in this space and create AI solutions from ground up.",2.8,"Slate Technologies
2.8","San Francisco, CA",51 to 200 Employees,2006,Company - Private,Consulting,Business Service,$10 to $25 million (USD)
"Data Scientist, Impact Navigator",$61T - $1L (Glassdoor Est.),"Skai’s Data Science team is hiring!

The role of the Data Science team is to empower customers to leverage Skai’s suite of algorithmic products to optimize their marketing programs. This role will support one of Skai’s newest products - Impact Navigator.

The ideal candidate should have strong data analysis and programming skills as well as a good understanding of statistics and hypothesis testing.

The ideal candidate will show an intuitive understanding of digital marketing, a strong grasp of statistics, excellent analytical and problem solving skills and the ability to coherently describe complex mathematical concepts to a lay audience.",-1,Skai,"San Francisco, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$1L - $2L (Glassdoor Est.),"Pocket Gems seeks to build the greatest mobile games and most compelling interactive entertainment in the world. That's the mission our founders began with, in an apartment above a pizza shop back in 2009, and it continues to inspire us today. Since then, we've grown to over 200 people headquartered in San Francisco, and with $155 million in backing from Sequoia Capital and Tencent, we're constantly breaking new ground in mobile entertainment.
Our products have been downloaded over 500 million times by players around the world and have grossed over $1 billion in revenue. We continue to release brand new content for Episode, a mobile storytelling network and platform, and War Dragons, a visually stunning 3D real-time strategy game.
As our community of players continues to grow, we're committed to building diverse and inclusive environments across our teams, and in our games.
As a Data Scientist, you'll work with product managers to set the analytics and data science agenda for one of our game studios. You'll carry out research and development projects aimed at optimizing player retention, you'll deploy machine learning models, and you'll perform deep-dive analyses to understand changes in key metrics. Along the way, you'll develop a deep understanding of mobile gaming and will work with our high-producing and fast-paced team. Your work will have a significant, lasting impact on the health of our games. You'll have a great deal of independence ‒ we'll expect you to use it wisely.",4.2,"Pocket Gems
4.2","San Francisco, CA",201 to 500 Employees,2009,Company - Private,Video Game,Media,Unknown / Non-Applicable
"Senior Data Scientist, Analytics",$88T - $2L (Glassdoor Est.),"Discord is looking for experienced and passionate data scientist to join our small-but-growing Data Science team! As a member of the Data Science team, you will help Discord achieve its mission of providing people with a sense of belonging in online communities, by collaborating directly with the teams who design, build, and support Discord. If you’re passionate about data, impact, and working on an amazing team, read on! You will: Partner with teams throughout Discord through the full lifecycle of data analytics from ideation and exploratory analysis, to building dashboards and reports, and A/B testing Define KPIs and diagnostic metrics that help improve the user experience, encapsulating these measures in clean crisp dashboards that provide the company with timely and actionable information Use our amazing infrastructure to quickly and easily build custom data sets to monitor novel product features and processes Proactively socialize insights, dashboards, and reports with technical and non-technical audiences, soliciting feedback on where to improve Be a champion of A/B testing and help groups throughout the company design, analyze, and interpret A/B tests correctly Collaborate with data and engineering teams to design scalable and future-proof instrumentation&nbsp; You have (not hard qualifications - if you're not sure, please apply!): 4+ years of experience autonomously translating ambiguous business problems into deep informative insights through hands-on analytics 4+ years of experience building performant dashboards using Tableau, Looker, or similar software - with proficiency in designing clean crisp visualizations &nbsp; 3+ years experience writing excellent SQL Excellent communication skills, with the ability to translate complicated findings or technical approaches in easy-to-understand ways&nbsp; 2+ years of experience in the design, analysis, and interpretation of A/B tests in a large data environment A desire to work with amazing, passionate people who care deeply about solve challenging problems to improve Discord&nbsp; Last but not least - a collaborative attitude and a healthy dose of natural curiosity!&nbsp; Bonus Points: Passion for Discord or online communities Experience with writing production ETL&nbsp; Experience with technical leadership, being the point person for one or more stakeholder groups Experience with analytics for social media or international subscription-based online services, including familiarity with concepts such as social graphs, LTV analysis, funnel analysis, etc Experience writing performant code in BigQuery SQL&nbsp; Benefits and Perks Comprehensive medical insurance including Health, Dental, and Vision (Plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 19+ paid holidays, 4 weeks of PTO, use-what-you-need sick days and volunteer time off Paid parental leave (plus fertility, adoption and other family planning benefits) Generous stipends for headphones, your remote work setup, and lunch on a daily basis (while we're all remote) Flexible long-term work options (remote and hybrid) A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees&nbsp; About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. In a world of polarization, social curation, and loneliness, Discord is working toward an inclusive world where no one feels like an outsider. We believe in the value of genuine human connection, which can so easily be lost online. So we’re building a space where everyone can find belonging from the inside out. If this strikes a chord with you, come build belonging with us! #LI-GB1",4.6,"Discord
4.6","San Francisco, CA",501 to 1000 Employees,2015,Company - Private,Internet,Information Technology,$25 to $50 million (USD)
Data Scientist,$90T - $2L (Glassdoor Est.),"Remote until September 2021 at earliest, then can be either remote or based in Emeryville, or Riverside, CA
Want to work on a mission-driven team with huge reach and scale that is improving health in California? Come join our team. MX is committed to improving patient experience, enhancing health, and reducing healthcare costs by making it easier for doctors, hospitals, health plans and other care providers to share health information. Today we share health records for 27 million Californians, over 120 hospitals and more than 1,000 organizations.
Report to the Director, Data Management and Governance to generate in-depth customer-facing analyses and reports using MX data (e.g. healthcare trends, adherence, gaps in care) and design Tableau dashboards for internal and external customers. You will also support and conduct ad-hoc requests for data analysis, data quality and integrity.
Responsibilities",4.1,"Manifest Medex
4.1","Emeryville, CA",1 to 50 Employees,-1,Non-profit Organisation,-1,-1,Unknown / Non-Applicable
"Data Scientist, Product",$93T - $2L (Glassdoor Est.),"About the Role
As a Data Scientist on the Product Data team, you will be responsible for working on a wide range of data-related projects, from the infrastructure driving our systems to metric design to analyses that drive business decisions across our company. You will have the opportunity to partner with stakeholders across our Product, Engineering, and Design teams, using data from across the entire Lattice spectrum to produce insights and recommendations on both internal technology choices and crucial business functions like product success metrics and the product roadmap.
Responsibilities
Further implement definitions of what healthy usage of the Lattice products looks like",4.9,"Lattice
4.9","San Francisco, CA",201 to 500 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$84T - $2L (Glassdoor Est.),"Upgrade is a fintech unicorn founded in 2017. In the last four years, over 15 million people have applied for an Upgrade card or loan, and we have delivered over $7 billion in affordable and responsible credit. Our innovative Upgrade Card combines the flexibility of a credit card with the low cost of an installment loan. Our latest offering, Rewards Checking, gives customers access to no-fee checking accounts with 2% cash back rewards on common everyday spending. Learn more about the team.
Upgrade has been named a “Best Place to Work in the Bay Area” by the San Francisco Business Times and Silicon Valley Business Journal 3 years in a row, and received “Best Company for Women” and “Best Company for Diversity” awards from Comparably. Upgrade has been included in the 2021 Inc. 5000 list of the fastest-growing private companies in America.
We are looking for new team members who get excited about designing and implementing new and better products to join a team of 750 talented and passionate professionals. Come join us if you like to tackle big problems and make a meaningful difference in people's lives.",3.9,"Upgrade
3.9","San Francisco, CA",501 to 1000 Employees,2016,Company - Private,Lending,Finance,$100 to $500 million (USD)
Chief Data Scientist,$1L - $2L (Glassdoor Est.),"About Moonshot Brands

We are Moonshot Brands, a Y-combinator-backed company (W21) with $160M in debt and equity funding from leading Silicon Valley VC firms, including Victory Park Capital, Liquid 2 Ventures (Joe Montana), and Garage Capital. Among our founding team of MIT Sloan and Wharton graduates, we have operated and sold five businesses and have come together as Moonshot Brands to acquire, operate, and grow profitable e-commerce brands.
From our experience, we want to build the acquisition process that we wish we could have had and to provide the post-acquisition resources to grow your business to the fullest potential. As entrepreneurs ourselves, we believe in empowering our founders, giving them a stake in Moonshot's continued success, and collaborating with an all-star team to change the e-commerce landscape. We connect our portfolio to growth capital, data, and expertise in operations, marketing, supply chain management, and product development to provide owner-operators with infrastructure to grow and compete at scale. At the same time, we believe in our entrepreneurs and want to keep them engaged in the shared success of Moonshot Brands by offering meaningful equity tied to Moonshot's mission. Moonshot is building a technology-centric ecosystem to provide our portfolio with cutting-edge tools and data-driven insights to succeed in global marketplaces. From inventory forecasting to performance marketing and automations, we are building the technology that allows brands to achieve peak performance and win in their markets.",-1,Moonshot Brands,"San Francisco, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
MLOps Data Scientist - Must have: NLP + Docker/ kubernetes Experience,$49T - $1L (Glassdoor Est.),"By enabling digital workforces, SKAEL is reinventing the way complex human workflows are automated across hundreds of industries in an unprecedented way. SKAEL helps companies fully automate repetitive B2B functions, through easy integrations to hundreds of enterprise systems, while harnessing powerful insights delivered through digital assistants.

SKAEL, a global leader in hyperautomation, provides a no-code digital workforce platform that helps companies of all sizes automate across disparate applications, data sources and documents, while engaging users where they are - email, text, voice, and video communication channels. While hyperautomation is the combination of RPA, ML and NLP, it isn’t just about technologies. It’s about rapidly and systematically identifying, vetting and automating as many business processes as possible, with a focus on increasingly making AI-driven decisions.

: Candidates without proven experience with NLP, and with CI/CD deployments (Docker/ kubernetes) for this role.",-1,SKAEL,"San Francisco, CA",51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$87T - $2L (Glassdoor Est.),"Overview
Position: SR Data Scientist
Location: San Francisco, CA
Duration: Long Term Contract
Remote Till Covid 19

Experience in applied data science, analytics, data storytelling.",4.0,"Surya Systems
4.0","San Francisco, CA",1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
Data Scientist,$86T - $2L (Glassdoor Est.),"Join Tubi (www.tubi.tv), a division of FOX Entertainment, a premium streaming service leading the charge in making entertainment accessible to all. Headquartered in San Francisco, Tubi is an ad-supported video on demand (AVOD) service with movies and television shows. With over 30,000 titles from every major Hollywood studio, Tubi gives fans of movies and television shows an easy way to discover new content that is available completely free. Tubi's library has something for every member of our diverse audience, and we're committed to building a workforce that reflects that diversity. We're looking for great people who are creative thinkers, self-motivators, and impact-makers looking to help shape the future of streaming. Our services are currently available in the US, Canada, Australia, New Zealand, and Mexico.
About the Role:
We are looking for a curious and enthusiastic Data Scientist to join our growing team. You will work cross-functionally with Product, Engineering, Content, Growth, and Business/Executive teams to ensure that all major decisions are data-driven. You will be supported by a close-knit team of Data Scientists and will have an opportunity to drive projects end-to-end, from ideation to implementation. Your insights will have a direct impact on the future of Tubi.",4.1,"Tubi
4.1","San Francisco, CA",201 to 500 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$73T - $1L (Glassdoor Est.),"Hi, we’re Second Genome.
We are a fast-paced, venture-backed biotechnology company developing breakthrough therapeutics through innovative microbiome science, and we are looking for a Data Scientist to develop and apply our machine learning capabilities to critical problems in microbiome science and human health.

You are not intimidated by difficult machine learning problems with high-dimensional data. You are an independent thinker and you love sharing your knowledge with others. You have passion for learning and advancing human health through data-driven therapeutic discovery.",4.7,"Second Genome
4.7","Brisbane, CA",51 to 200 Employees,-1,Company - Private,Biotech & Pharmaceutical,Biotech & Pharmaceutical,$5 to $10 million (USD)
Data Scientist,$81T - $1L (Glassdoor Est.),"About MOLOCO
MOLOCO is a machine learning company that empowers mobile businesses to unleash the power of their data for fast, sustainable growth through the programmatic advertising ecosystem. Founded in 2013, the company offers a complete suite of programmatic advertising solutions to help mobile companies optimize the performance of their acquisition, retention and monetization campaigns. MOLOCO offers a top-rated real-time bidding platform that provides scale across more than 4 billion devices. Through highly sophisticated products like MOLOCO Cloud and MOLOCO Engine, consumers are able to easily utilize the benefits of their own data while leveraging the power of MOLOCO's proprietary machine learning technology. MOLOCO is headquartered in Silicon Valley, with offices in San Francisco, Seattle, London, Beijing, Seoul, Singapore and Tokyo. For more information, visit www.molocoads.com",4.2,"MOLOCO
4.2","Redwood City, CA",51 to 200 Employees,2013,Company - Private,Advertising & Marketing,Business Service,$100 to $500 million (USD)
Associate Data & Machine Learning Engineer,$83T (Employer Est.),"·
Bachelor’s degree in Computer Science, Engineering, Mathematics or a related field or equivalent professional or military experience
1+ years of experience of Data platform implementation
1+ years of hands-on experience in implementation and performance tuning of Kinesis, Kafka, Spark or similar implementations
Hands on experience with building data or machine learning pipeline
Experience with one or more relevant tools (Flink, Spark, Sqoop, Flume, Kafka, Amazon Kinesis)
Experience developing software code in one or more programming languages (Java, JavaScript, Python, etc.)
Are you a Data and Machine Learning specialist? Do you have Data platform experience? Do you like to solve the most complex and high scale (billions + records) data challenges in the world today? Do you like to work in a variety of business environments, leading teams through high impact projects that use the newest data analytic technologies? Would you like a career path that enables you to progress with the rapid adoption of cloud computing?
At Amazon Web Services (AWS), we’re hiring highly technical Data and Machine Learning engineers to collaborate with our customers and partners on key engagements. Our consultants will develop and deliver proof-of-concept projects, technical workshops, and support implementation projects. These professional services engagements will focus on customer solutions such as Machine Learning, Data and Analytics, HPC and more.
In this role, you will work with our partners, customers and focus on our AWS offerings such Amazon Kinesis, AWS Glue, Amazon Redshift, Amazon EMR, Amazon Athena, Amazon SageMaker and more. You will help our customers and partners to remove the constraints that prevent them from leveraging their data to develop business insights.

AWS Professional Services engage in a wide variety of projects for customers and partners, providing collective experience from across the AWS customer base and are obsessed about customer success. Our team collaborates across the entire AWS organization to bring access to product and service teams, to get the right solution delivered and drive feature innovation based upon customer needs.

You will also have the opportunity to create white papers, writing blogs, build demos and other reusable collateral that can be used by our customers. Most importantly, you will work closely with our Solution Architects, Data Scientists and Service Engineering teams.

This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.

Inclusive Team Culture
Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have thirteen employee-led affinity groups, reaching 85,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 16 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life harmony. Striking a healthy balance between your personal and professional life is crucial to your happiness and success here. We are a customer-obsessed organization—leaders start with the customer and work backwards. They work vigorously to earn and keep customer trust. As such, this is a customer facing role in a hybrid delivery model. Project engagements include remote delivery methods and onsite engagement that will include travel to customer locations as needed.

Mentorship & Career Growth
Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded professional and enable them to take on more complex tasks in the future.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.

For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

For employees based in Colorado, this position starts at $82,600 per year. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered. For more information regarding Amazon benefits, please visit https://www.amazon.jobs/en/benefits. Applicants should apply via Amazon’s internal or external careers site.",3.8,"Amazon Web Services, Inc.
3.8","San Francisco, CA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Manufacturing Data Analyst,$83T - $2L (Glassdoor Est.),"Role
We are looking for a Senior Manufacturing Data Analyst to create, innovate, and automate processes. The ideal candidate will have a genuine passion to partner with Manufacturing, Supply Chain and operations to produce the best vehicles in the world, as well as great vision to provide insight and foresight to management team and turn analytical to corrective actions.
Responsibilities:
Modeling warranty provision and liability based on historical repair order data.
Analyze data to identify root cause of problems and corrective actions.
Develop metrics that provide data for process measurement. Identify indicators for future improvement opportunities.",3.7,"Tesla
3.7","Fremont, CA",10000+ Employees,2003,Company - Public,Transport Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
Data Scientist - Machine Learning,$82T - $2L (Glassdoor Est.),"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo and SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 11,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Salt Lake City, Washington D.C., London and Amsterdam.

Plaid’s data science team is building models that improve how millions of users understand and grow their financial lives. We're looking for data scientists with experience applying state-of-the-art machine learning and modeling techniques - including natural language processing, anomaly detection, optimization, and time series forecasting - toward different product areas. We value not only technical know-how, but also creativity, user empathy, and teamwork.",4.0,"Plaid
4.0","San Francisco, CA",1 to 50 Employees,-1,Company - Private,Advertising & Marketing,Business Service,Less than $1 million (USD)
Senior Data Scientist (Remote),$1L - $2L (Glassdoor Est.),"At Shipt, we are transforming the grocery shopping experience and giving time back to consumers. Shipt shoppers handpick fresh groceries and household essentials, then deliver them to your door in as little as one hour.
At Shipt, we’re using machine learning (ML) and analytics to drive our business forward. We’re looking for help understanding our data, optimizing our processes, and making predictions to improve our product and customer experience.
The data science team builds data driven solutions using machine learning and modeling techniques. Our solutions include predictive models, clustering, segmentation, complex reporting, and quantitative research. Our ideal candidate will be data-driven, intellectually curious, and a clear communicator with experience building machine learning models.",3.9,"Shipt
3.9","San Francisco, CA",1001 to 5000 Employees,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Service,Unknown / Non-Applicable
Data Scientist (remote available)- Search & Analytics,$74T - $2L (Glassdoor Est.),"Clarivate(tm) is a global leader in providing solutions to accelerate the lifecycle of innovation. Our bold mission is to help customers solve some of the world's most complex problems by providing actionable information and insights that reduce the time from new ideas to life-changing inventions in the areas of science and intellectual property. We help customers discover, protect and commercialize their inventions using our trusted subscription and technology-based solutions coupled with deep domain expertise.
We now have more than 8,500 colleagues in over 40 countries worldwide, and we work with over 200 partners to deliver value and success for our customers. Today, Clarivate is a publicly traded company, listed on the New York Stock Exchange under the ticker NYSE:CLVT.
Clarivate is committed to building, nurturing, and developing a diverse culture of belonging where new colleagues can bring their authentic self to work every day! Join us!",3.7,"Clarivate Analytics
3.7","San Francisco, CA",5001 to 10000 Employees,2016,Company - Public,Research & Development,Business Service,$1 to $2 billion (USD)
Senior Data Scientist-Analytics,$1L - $2L (Glassdoor Est.),"Join a leading fintech company that's democratizing finance for all.
Robinhood was founded on a simple idea: that our financial markets should be accessible to all. With customers at the heart of our decisions, Robinhood is lowering barriers, removing fees, and providing greater access to financial information. Together, we are building products and services that help create a financial system everyone can participate in.
Just as we focus on our customers, we also strive to create an inclusive environment where our employees can thrive and do impactful work. We are proud of the world class products and company culture we continue to build and have been recognized as:
A Great Place to Work",4.4,"Robinhood
4.4","Menlo Park, CA",1001 to 5000 Employees,2013,Company - Public,Brokerage Service,Finance,Unknown / Non-Applicable
Data Scientist,$93T - $2L (Glassdoor Est.),"Who you are
The first Data Scientist at Finrise will play an imperative role in enabling patient financing for out-of-pocket healthcare expenses. You recognize that 56% of Americans with a less than ideal FICO Score need new ways to evaluate creditworthiness in efficient and holistic ways. You’re excited about tackling technical problems that most wouldn’t dare touch. Working with unstructured and nontraditional data doesn’t scare you. Data science, predictive models, and statistics are second nature. You excel in building machine learning systems, conducting foolproof analyses, and leading cross functional projects. While banks are busy evaluating 30-year-old FICO scores, created before a time of the internet and smartphones, you’re building models which will decide who to lend to in real-time. Instead of hiring hundreds of people to manually review, you’re adding new data points to ensure accurate scoring. You’re hands-on, creative, and hyper-analytical. You understand that the ultimate measurement of success is enabling patients to afford care in a time of need, with a fair rate, in terms they understand. At the end of the day, you want to change the way credit is evaluated.",-1,Finrise,"Burlingame, CA",1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$63T - $1L (Glassdoor Est.),"About EVgo:
EVgo (NASDAQ: EVGO) is the nation’s largest public fast charging network for electric vehicles, and the first to be powered by 100% renewable energy. With more than 800 fast charging locations, EVgo’s owned and operated charging network serves over 65 metropolitan areas across 34 states and more than 250,000 customers. Founded in 2010, EVgo leads the way on transportation electrification, partnering with automakers; fleet and rideshare operators; retail hosts such as hotels, shopping centers, gas stations and parking lot operators; and other stakeholders to deploy advanced charging technology to expand network availability and make it easier for drivers across the U.S. to enjoy the benefits of driving an EV. As a charging technology first mover, EVgo works closely with business and government leaders to accelerate the ubiquitous adoption of EVs by providing a reliable and convenient charging experience close to where drivers live, work, and play, whether for a daily commute or a commercial fleet.
Employees are required to provide documentation of COVID 19 vaccination.",3.7,"EVgo
3.7","San Francisco, CA",51 to 200 Employees,-1,Company - Private,Energy,"Oil, Gas, Energy & Utility",Unknown / Non-Applicable
Senior Data Scientist,-1,"**** TO ENSURE EQUAL OPPORTUNITY FOR ALL APPLICANTS, PLEASE DO NOT ATTEMPT TO CONTACT COGNOA PERSONNEL ABOUT THIS JOB OPENING THROUGH ANY CHANNEL OTHER THAN THE APPLICATION FORM PROVIDED ****
We are looking for a product-minded Senior Data Scientist to join our Data Science team. In this role you will design, build, and evaluate novel diagnostic and therapeutic products, bringing these products from inception to viability. You will collaborate cross-functionally with data engineers, business analysts, clinical researchers, and product managers to formulate and guide the execution of appropriate solutions to the company's data product needs.",3.5,"Cognoa
3.5","Palo Alto, CA",1 to 50 Employees,-1,Company - Private,Healthcare Services & Hospital,Healthcare,Unknown / Non-Applicable
Data Scientist,$99T - $2L (Glassdoor Est.),"Headquartered in South San Francisco, Calif., CareDx, Inc. is a leading precision medicine solutions company focused on the discovery, development and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients and caregivers. CareDx offers products, testing services and digital healthcare solutions along the pre- and post-transplant patient journey, and is the leading provider of genomics-based information for transplant patients.
Data Scientist
As a member of Data Sciences & Bioinformatics group – you will bring your in-depth knowledge in statistics and probability theory to develop new analyses and algorithms in a cross functional team environment to focus on exploratory biomarker analysis. You should have excellent working skills in multiple programming languages (R, Python, SQL) with in-depth understanding of applied statistics, probabilistic and dynamic modelling with an eye towards solving computational biology problems. Your contributions will be foundational to the company’s mission of improving the lives of organ transplant patients.",3.1,"CareDx
3.1","Brisbane, CA",501 to 1000 Employees,1998,Company - Public,Biotech & Pharmaceutical,Biotech & Pharmaceutical,$25 to $50 million (USD)
"Data Scientist, GBM Analytics",$1L - $2L (Glassdoor Est.),"We are seeking an experienced Data Scientist who can partner effectively with the Organic Social and In-person/Virtual Events teams on their key priorities to grow and optimize Facebook’s Organic Social and Events initiatives. The data scientist will have the ability to work independently, be able to run robust analyses, make recommendations based on data pulled from internal and external sources, show strong business intuition, and manage data pipelines and dashboards. They will drive and deliver on the measurement and experimentation framework for Organic Social and In-person/Virtual Events projects. The Data Scientist will work directly with stakeholders across Facebook’s key Marketing teams to help shape measurement deliverables and roadmaps, while analyzing marketing efforts using analytics and data science.
Partner with marketing, digital, research and product organizations to scope, design, execute, measure, and improve the impact of Organic Social and In-person/Virtual Events",4.3,"Facebook
4.3","San Francisco, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
